road_type,traffic_density,avg_speed,weather_condition,num_lanes,road_surface,lighting,accident_risk
Rural,150.96507246157086,92.9207589229813,Rainy,4,Fair,Night,0.7366622930936991
Highway,208.77985326807502,55.617117244187455,Foggy,2,Fair,Daylight,0.5213202901928712
Highway,340.3988657732848,70.46418833662284,Foggy,2,Fair,Daylight,0.6444765226162696
Highway,296.0542061727277,78.51041858231733,Rainy,5,Good,Daylight,0.45772733893271694
Highway,384.61523293455167,118.83780838359111,Foggy,1,poor,Night,
Highway,202.58336681679933,78.77121964559166,Foggy,2,Good,Night,0.6201205621609633
Rural,253.41285805910843,42.41865507422567,Clear,4,poor,Night,
Urban,95.88576603331558,78.79898582402608,Foggy,4,poor,Daylight,
Highway,82.87639071475165,101.94995829490182,Foggy,3,Good,Daylight,0.41855721212837943
Rural,258.0148592798452,105.74036800111908,Rainy,2,Good,Daylight,0.3710895306660987
Highway,185.7184733506656,100.02504545930117,Foggy,5,Fair,Night,0.7405561132181941
Highway,325.76025746125885,108.82094152888419,Foggy,5,poor,Night,
Urban,69.35097445005736,53.476634187912744,Foggy,1,poor,Night,
Highway,104.79486991980446,70.7570620952662,Rainy,3,poor,Daylight,
Rural,439.3358649978778,97.95910960075439,Rainy,4,Fair,Night,0.7405444447397838
Rural,304.84022968359704,46.44499507590984,Foggy,4,poor,Daylight,
Urban,370.4245401610522,57.158143785170104,Rainy,1,poor,Daylight,
Highway,428.8874534182831,103.1155654556012,Rainy,5,Good,Daylight,0.5472473718054057
Rural,258.7254543275235,97.00856496204833,Clear,5,Good,Daylight,0.26497489723379036
Highway,392.47717278536425,117.1199567916089,Foggy,4,Fair,Daylight,0.6139544198556107
Highway,286.063510583086,119.59740585146501,Clear,1,poor,Night,
Highway,150.23694662316674,44.0744546971379,Foggy,2,Fair,Night,0.7469293990966209
Urban,201.94527596042278,110.04499861736733,Foggy,3,Good,Daylight,0.43711123960045034
Highway,270.65769847504737,29.451550135006915,Clear,5,poor,Night,
Rural,192.59849847752184,90.98002089640555,Clear,5,poor,Daylight,
Highway,200.98746110745427,42.00993876755509,Foggy,5,Fair,Daylight,0.7651907986064377
Rural,201.8267740619449,50.03111569225627,Clear,2,poor,Night,
Highway,105.27799048569688,114.63211776645419,Clear,2,poor,Daylight,
Rural,88.08917324551311,46.31512367342119,Rainy,3,Good,Night,0.5873265705821866
Rural,70.92321786108695,87.31778691606303,Foggy,5,Fair,Daylight,0.5432273692033448
Highway,99.93031746545154,37.81285078632562,Rainy,4,Good,Night,0.5129899697900169
Highway,204.6681914610281,29.338997757048762,Foggy,5,Fair,Daylight,0.757049308510262
Rural,317.2423126023757,53.931702534386446,Rainy,3,Good,Daylight,0.5341062008370352
Urban,134.66611724423404,82.41961007894812,Foggy,3,Fair,Night,0.6684178450463055
Highway,449.6039807011871,44.79451437540811,Rainy,4,poor,Daylight,
Urban,413.7720940577522,50.016879867167404,Foggy,2,poor,Daylight,
Highway,284.2372007641236,90.87298186064551,Rainy,4,Fair,Night,0.7107913834143289
Highway,375.89442386601195,30.2796022981369,Clear,3,Fair,Night,0.6930758669933308
Highway,214.8478361144413,64.69050918035074,Foggy,4,Fair,Night,0.8012540426088446
Highway,66.55000672989046,114.17345298822242,Clear,5,Fair,Daylight,0.30939854123074684
Urban,456.9497813896429,59.6971662414225,Rainy,3,poor,Daylight,
Highway,107.5070697160199,63.42010279774393,Foggy,2,Fair,Night,0.7935793326984965
Rural,476.57180587084315,93.82043036072889,Rainy,2,poor,Daylight,
Rural,307.3471647197495,97.90115220328468,Rainy,4,poor,Night,
Urban,187.50337745964347,96.96063897805246,Clear,4,Fair,Night,0.42122759972015256
Highway,272.9860804903301,119.78670249135722,Foggy,4,poor,Daylight,
Rural,275.7334140153924,27.14510874870573,Rainy,5,Fair,Daylight,0.690147169420987
Urban,60.47918574916186,118.22532846329993,Clear,2,poor,Daylight,
Highway,209.9569333478624,115.01896169973988,Clear,3,Fair,Night,0.45497576311907306
Rural,382.93960979431284,105.2138900259558,Clear,3,Fair,Daylight,0.456748373234279
Rural,279.53113502781855,65.41255758520417,Clear,2,Good,Daylight,0.2442771450917139
Urban,159.90355265431288,107.09023716339243,Rainy,4,Good,Night,0.42839333062625345
Highway,200.79943701662478,42.08324123060952,Rainy,1,Fair,Daylight,0.5857568964540572
Highway,438.3744769021771,99.16558353878303,Rainy,4,Good,Night,0.7248234458820673
Rural,286.49735156760335,38.52383031210542,Foggy,2,poor,Daylight,
Rural,287.7584551480562,101.53620034711797,Foggy,5,Fair,Night,0.7596226961645125
Rural,482.6603565729545,81.45291332640569,Clear,4,Fair,Daylight,0.6553797856060896
Highway,194.3966295664895,29.80312795135255,Rainy,3,Fair,Daylight,0.6184063277419367
Urban,265.79350629780276,109.53195553572253,Clear,5,Good,Night,0.3923555558702264
Urban,415.27111897437527,77.79571954552443,Rainy,2,Good,Daylight,0.512143234960236
Highway,391.5105119991634,85.62482781371146,Foggy,1,poor,Daylight,
Urban,169.60973986790265,48.35100356516101,Clear,4,Good,Daylight,0.30727020308390096
Rural,117.99097142242363,107.16355039228065,Rainy,5,Good,Night,0.46896438280323066
Urban,365.3170592843157,74.52007351535636,Rainy,5,poor,Daylight,
Urban,165.94527956323765,62.11202842915035,Rainy,3,Fair,Night,0.6941433278856708
Urban,465.2041228359085,73.42817452283175,Clear,4,Fair,Daylight,0.41029310806043495
Rural,108.16146229515174,90.33130814677766,Foggy,1,poor,Night,
Highway,193.24184006064945,89.504787569927,Rainy,5,Good,Night,0.5869558566641577
Rural,74.65426111621119,55.75771009578127,Clear,3,poor,Daylight,
Highway,366.48738808852016,58.52582801062605,Rainy,4,poor,Night,
Highway,451.0681920119292,76.22381928384272,Clear,4,Fair,Night,0.6812009715047038
Highway,336.14353729895316,112.4407120716988,Foggy,1,Good,Night,0.5925522994245405
Urban,471.9888569801676,94.54302669659755,Rainy,3,Fair,Daylight,0.6682910793384559
Urban,107.82679032554435,59.041498536555665,Clear,1,Fair,Night,0.49074555840944273
Highway,89.4802672682145,53.70326265517611,Rainy,5,poor,Night,
Highway,427.28572902531687,72.36366741373145,Clear,2,Fair,Daylight,0.4347727763551196
Urban,434.98002892392844,106.99913689145947,Foggy,2,Fair,Night,0.7610774761328002
Rural,423.96778719820765,20.867924159587517,Foggy,1,Fair,Daylight,0.878847383704512
Highway,409.5342061401855,91.04860682895641,Clear,1,Good,Night,0.5200114009726845
Rural,213.0027637723971,49.451225543776694,Foggy,2,Good,Daylight,0.5174098260055985
Urban,147.8579376161245,40.839748021616984,Rainy,5,Fair,Daylight,0.6244281291401772
Highway,467.96180899900554,21.213799681675887,Foggy,1,poor,Night,
Rural,188.1500822817503,109.6590620625477,Rainy,5,poor,Night,
Rural,229.2834569738145,111.22484700064406,Foggy,5,Fair,Night,0.7989015056333761
Rural,364.80153175323494,26.14174416438201,Foggy,3,Good,Daylight,0.6582773230000806
Urban,182.01023599729442,72.18153230513606,Rainy,5,poor,Daylight,
Urban,418.60859970245053,35.257445867360985,Foggy,4,poor,Daylight,
Rural,81.51558063430156,95.86875546482742,Rainy,2,Good,Daylight,0.3368206057062927
Rural,406.03220032502054,86.53914717661469,Rainy,2,Good,Night,0.5631071191721109
Urban,320.8330951780119,49.71308129551443,Foggy,1,poor,Daylight,
Rural,307.8471398511168,31.696028104036536,Foggy,1,Fair,Daylight,0.6559124009859296
Rural,256.2696676123973,103.12206628073886,Rainy,3,poor,Night,
Urban,174.6705183275401,87.4252479284851,Clear,3,Good,Daylight,0.2037272754866668
Rural,258.8316284440565,20.68199450025528,Foggy,4,Good,Night,0.8415620921099441
Rural,252.5128304084093,82.78717809361052,Foggy,1,Good,Night,0.5663765672772523
Rural,312.6893849523815,101.0296027696346,Clear,2,Good,Night,0.3855341015232584
Urban,176.7084286349886,79.07680595764828,Clear,4,Fair,Night,0.6044116554443716
Rural,84.91801188926706,62.47136766767197,Foggy,1,poor,Daylight,
Urban,115.29025098761221,78.3918378542315,Foggy,4,Good,Night,0.6726154693185096
Urban,364.6298441577078,81.97120567473473,Foggy,5,Good,Night,0.729302185131802
Highway,60.12154833599322,84.00346239421309,Clear,5,Good,Daylight,0.12170970766042423
Highway,435.3993700904435,116.70450539043635,Foggy,4,poor,Daylight,
Rural,362.478797365961,37.86477875583583,Clear,1,Good,Daylight,0.41467338868375375
Urban,395.63894358847233,82.30931273139058,Clear,5,poor,Daylight,
Highway,426.19300209206364,38.799331962968445,Rainy,5,Fair,Night,0.9727568557068633
Rural,105.21969976858152,40.99567202490118,Clear,4,Good,Daylight,0.24374845833156655
Highway,420.10299093652986,86.92578837073668,Rainy,5,Fair,Daylight,0.6143643209864443
Highway,277.08909694657535,111.59540849719828,Clear,2,poor,Night,
Urban,448.4857274389387,35.90442470992416,Clear,5,Fair,Night,0.7457253311503526
Urban,448.9639704771546,116.2465533756426,Rainy,4,Good,Night,0.5976435322143571
Highway,60.88011968937659,51.937232601622895,Rainy,5,Fair,Daylight,0.49409637837775344
Highway,222.2893469675925,59.13140434568001,Rainy,5,Fair,Daylight,0.5974332958844301
Urban,286.879458139373,35.36808239388375,Rainy,3,Fair,Night,0.8146779625799583
Rural,355.2620404023059,81.58361058516505,Rainy,4,Fair,Daylight,0.7401020138351837
Urban,178.78381100786027,79.64204946239673,Rainy,4,Fair,Daylight,0.565759980768706
Highway,163.46401729909354,64.22697431026492,Rainy,3,poor,Daylight,
Rural,221.5695735900713,67.60913898843359,Clear,3,poor,Night,
Highway,275.4224112874525,82.29758757868908,Clear,2,Good,Daylight,0.270633785737005
Rural,478.015804132436,78.34965349643583,Rainy,5,poor,Daylight,
Highway,392.94881001384687,57.426338164841155,Foggy,1,poor,Night,
Rural,243.1945251219674,108.41143852998667,Rainy,1,Good,Daylight,0.33478900041253307
Rural,74.4647802980827,86.7660523127356,Foggy,3,poor,Night,
Highway,125.83426646469171,40.54063305998088,Clear,4,Good,Night,0.4719661449469727
Rural,255.16599094373768,51.99029935057274,Clear,4,Good,Daylight,0.3918465519464957
Urban,416.22165504441693,98.78781017032536,Foggy,2,poor,Daylight,
Highway,221.31299105480477,30.452538102009946,Clear,1,Fair,Daylight,0.46164708731805815
Urban,292.32349283527685,95.02319987242969,Rainy,4,Good,Daylight,0.41974926024703557
Highway,451.31219873829593,55.88424411457953,Foggy,2,Fair,Daylight,0.8234714725326382
Rural,461.208316741983,75.16910461084356,Foggy,2,Good,Daylight,0.6085680183619974
Rural,147.09874839921022,48.05581171728396,Clear,3,poor,Night,
Rural,69.61771480666748,118.64565718204278,Foggy,1,Fair,Daylight,0.3991467769306433
Highway,187.43473893718172,110.58402921423043,Foggy,2,Good,Daylight,0.40582352507701086
Urban,363.1110416716011,112.84498369442518,Foggy,2,poor,Night,
Urban,478.0004904393199,38.47755179775167,Clear,2,Fair,Daylight,0.5437072357313784
Highway,84.66439999285126,104.16900959617651,Foggy,1,poor,Night,
Highway,62.81771474717218,73.53971010240903,Foggy,3,poor,Daylight,
Urban,447.86624584357486,90.78592002736387,Rainy,5,Fair,Night,0.8447825442406373
Urban,386.66537109641354,41.75040667404464,Rainy,4,Good,Daylight,0.5883110204783264
Urban,496.51186062000886,91.1984645979216,Foggy,1,Good,Daylight,0.5691956161073429
Urban,228.55679665954392,111.42672445722961,Clear,1,poor,Daylight,
Highway,237.2229073115462,46.74813858487999,Foggy,1,Good,Night,0.7339807785947045
Highway,127.54032678385231,43.335985154950656,Clear,5,Fair,Night,0.5211520041600409
Rural,102.13121866880232,30.441454847347774,Rainy,4,Fair,Night,0.6424772721198598
Urban,310.4231047656071,46.6806675311661,Rainy,4,poor,Night,
Rural,213.92825058267465,73.57922618156124,Foggy,2,poor,Night,
Highway,86.14240157536028,103.27162914375604,Clear,2,Fair,Daylight,0.26082923195181473
Highway,449.1441812854939,47.880026265763945,Clear,3,Fair,Night,0.663149195936656
Rural,139.26041071219987,82.11443890693135,Clear,1,poor,Daylight,
Urban,386.8629561515898,67.95906991730399,Foggy,3,poor,Night,
Urban,177.00286825315,48.85790406177716,Clear,1,Fair,Daylight,0.3172937247289155
Urban,415.8071738387596,71.03590811946472,Rainy,4,poor,Night,
Urban,103.27857864244433,36.79623963958772,Clear,3,Good,Daylight,0.2531889464923722
Rural,390.2322245997927,83.95775598485181,Clear,4,Fair,Daylight,0.41147998630732696
Rural,94.1534932552306,31.56627211838507,Foggy,2,Fair,Night,0.6675167293227907
Highway,251.1121045356245,93.0980525143228,Foggy,4,poor,Daylight,
Urban,380.301957769822,37.77126783855072,Foggy,5,poor,Night,
Urban,127.94827153410526,119.81591533168718,Foggy,3,Fair,Daylight,0.5301392995759407
Urban,178.54924498102534,102.3672594760412,Foggy,1,poor,Daylight,
Rural,439.1451464414889,54.38403038597223,Clear,4,Good,Night,0.6061313705256296
Urban,448.3036944084407,62.62047722893123,Clear,3,poor,Daylight,
Rural,70.2209536037268,45.91910211076885,Foggy,1,Fair,Daylight,0.5255127348494376
Urban,125.64076340883888,96.71145611799992,Foggy,3,poor,Night,
Urban,102.86237312278655,58.0726969957774,Clear,3,Fair,Night,0.5257312283938813
Highway,130.86189259308634,95.51855098195357,Foggy,5,Good,Night,0.7087635843891777
Urban,486.5844759378226,21.840155468018057,Rainy,4,Fair,Night,0.8916403375270482
Urban,298.2448619557054,33.56209595045957,Clear,5,Good,Daylight,0.40346774599270324
Highway,260.6505757047171,56.49743347025686,Rainy,2,Good,Night,0.6119764776556426
Rural,493.01031789167723,30.890853339459273,Clear,3,Good,Night,0.7329842095459316
Rural,300.6302584373309,80.11279922962407,Clear,4,Good,Night,0.44212775770915913
Urban,347.50306730548607,25.083209853412328,Clear,2,Good,Daylight,0.4539778498620278
Rural,199.7467457221311,105.9762994589343,Clear,2,poor,Night,
Urban,221.95168902928336,96.13079987559824,Clear,5,Good,Daylight,0.32163546570693063
Highway,317.4842227140829,41.625647922795245,Clear,2,poor,Night,
Highway,81.40360280020914,68.37919061297177,Clear,1,poor,Daylight,
Urban,165.14729872014883,65.18130784109206,Foggy,1,poor,Daylight,
Highway,138.5652872571382,92.48646153403777,Foggy,1,Fair,Daylight,0.529693775468535
Highway,57.15202691300162,60.15089004745089,Foggy,2,Fair,Night,0.5300211607550835
Urban,291.6055717341899,23.29352978298457,Rainy,3,Good,Night,0.7416391551109693
Urban,302.4737777857456,47.37358588498387,Clear,4,poor,Night,
Highway,222.7726503667665,66.6195805237042,Foggy,1,Fair,Daylight,0.5817115904934563
Rural,170.92736125915587,117.4492216160639,Foggy,1,poor,Night,
Rural,343.4269441975812,108.11586669543453,Foggy,1,Fair,Daylight,0.4594691074219244
Urban,110.5966226230056,38.14061440021905,Clear,5,poor,Night,
Urban,283.37676423590034,92.3275940490771,Clear,5,Fair,Night,0.5870376413514071
Rural,395.63329361477895,113.68254730147876,Rainy,1,Good,Night,0.6610552649687519
Highway,123.93409277861254,20.87926130352586,Rainy,1,Good,Night,0.6006889814749281
Rural,388.96679236811843,92.09456736708259,Clear,5,Good,Night,0.5751582379880222
Rural,392.3575291190291,65.93334956111573,Rainy,4,poor,Daylight,
Rural,76.96699170370471,88.02361962831111,Foggy,3,Good,Daylight,0.3944078175599544
Rural,58.45294673923183,80.55892735717903,Rainy,4,Good,Night,0.5717874792110905
Urban,488.2709326946877,118.46654944557015,Foggy,3,Fair,Daylight,0.7554340735857127
Urban,137.02219677447124,48.881540629786784,Rainy,2,Fair,Night,0.6151255638192137
Highway,419.96264409504636,98.61429818692648,Foggy,2,Fair,Night,0.8333356968218308
Highway,302.83279387038436,43.46398883130611,Rainy,4,Good,Night,0.7382483219349449
Highway,169.01247089164858,63.56079775501729,Rainy,5,Fair,Night,0.7431899539368092
Highway,108.48669647846566,117.53808739674118,Clear,1,Fair,Daylight,0.18287479446064364
Rural,273.50477310997735,96.61362960141525,Clear,2,Good,Daylight,0.23084161626959662
Urban,233.30966523325245,51.58212562835591,Foggy,5,Fair,Daylight,0.7261052948176308
Urban,364.4987383026805,81.936928309195,Clear,5,poor,Daylight,
Highway,456.87584729647705,24.969208350277498,Foggy,3,Fair,Daylight,0.8228915383429408
Highway,412.36163913354727,46.63949166209697,Clear,2,poor,Night,
Rural,173.50342259216535,91.83904896036145,Clear,4,Fair,Night,0.4770329984420107
Rural,445.5199483035376,77.00935695883248,Foggy,5,Fair,Daylight,0.7258085901732435
Highway,425.0260913470718,66.96728529767722,Rainy,4,poor,Daylight,
Urban,468.1113051747957,89.08760600159631,Foggy,4,Good,Night,0.76472440185401
Urban,256.39736946709445,59.8458890819826,Foggy,2,poor,Night,
Urban,395.8588275842293,22.61561445324131,Foggy,4,Good,Night,0.8443088893153379
Highway,316.2461294856517,64.10266235155673,Clear,4,Fair,Daylight,0.43700946845338345
Urban,189.7262386472675,110.21291922932616,Clear,1,Good,Night,0.3418534161578167
Rural,497.4939511442435,105.66151283141213,Clear,4,Good,Daylight,0.45504172630275164
Rural,67.2383600778476,60.89971854095129,Foggy,1,poor,Night,
Highway,123.0226576515836,22.22214407603827,Rainy,2,Good,Night,0.6251764237330936
Rural,451.6440631393527,83.63072726203157,Rainy,4,Good,Daylight,0.5352905899236298
Highway,77.25327953568508,94.11944277828646,Foggy,5,poor,Night,
Urban,449.0693003045848,49.424357608427485,Foggy,4,Good,Night,0.829609277159391
Urban,371.8496642261904,67.66639996195744,Rainy,1,Good,Night,0.651885135818193
Urban,66.50780242754404,119.18567952477085,Clear,5,poor,Daylight,
Rural,243.19401928437946,77.63430129815987,Foggy,2,poor,Daylight,
Highway,389.5121637510067,55.10749056615666,Rainy,3,poor,Night,
Urban,312.39512808385984,82.74888766401331,Rainy,3,Good,Daylight,0.4458711825042347
Highway,471.1420813840061,38.00223068640845,Rainy,1,Fair,Night,0.8006958314311123
Urban,440.4398148103999,39.925237327458,Clear,2,poor,Daylight,
Rural,199.6914359003657,112.4924714714017,Rainy,2,poor,Daylight,
Rural,88.08223798404066,43.92000411693307,Rainy,4,Good,Daylight,0.5322967877086315
Highway,474.9156678405431,51.07893792157441,Rainy,3,Fair,Night,0.9585642267037979
Rural,282.77904549556695,74.37772419697538,Foggy,4,Fair,Daylight,0.7152071728147903
Rural,83.47893096737684,109.96926202776064,Foggy,2,Good,Daylight,0.33381860632533467
Highway,417.4590260116758,98.14488897190144,Foggy,1,poor,Daylight,
Urban,440.827911808426,24.37839206698749,Rainy,1,Good,Night,0.6461196318655328
Rural,337.7410880794569,89.30296688983692,Rainy,5,Fair,Night,0.7868703412035384
Highway,251.37903455885296,70.40614826839928,Clear,1,poor,Night,
Rural,347.9778555456077,67.55528420023805,Rainy,3,Fair,Night,0.7600408061477513
